Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Total Fantasy Pts,Team
"Rob Gronkowski (NE, TE)",1176,120,11,554,0,0,0,0,0,0,0,0,219.6,NE
"Greg Olsen (CAR, TE)",1104,124,7,344,0,0,0,0,0,0,1,0,188.9,CAR
"Delanie Walker (TEN, TE)",1088,133,6,389,36,1,0,0,0,0,0,0,195.4,TEN
"Jordan Reed (WAS, TE)",952,114,11,473,0,0,0,0,0,0,3,0,198.7,WAS
"Travis Kelce (KC, TE)",875,103,5,515,0,0,0,0,0,0,2,0,149.5,KC
"Zach Ertz (PHI, TE)",853,112,2,269,0,0,0,0,0,0,2,0,130.8,PHI
"Benjamin Watson (BAL, TE)",825,110,6,248,0,0,0,0,0,0,1,0,153.5,NO
"Jason Witten (DAL, TE)",712,104,3,242,0,0,0,0,0,0,1,0,125.7,DAL
"Antonio Gates (SD, TE)",630,85,5,239,0,0,0,0,0,0,0,0,121.0,SD
"Tyler Eifert (CIN, TE)",615,74,13,229,0,0,0,0,0,0,0,0,165.5,CIN
"Jimmy Graham (SEA, TE)",605,74,2,234,0,0,0,0,0,0,0,0,96.5,SEA
"Eric Ebron (DET, TE)",537,70,5,285,0,0,0,0,0,0,0,0,107.2,DET
"Charles Clay (BUF, TE)",528,78,3,230,0,0,0,0,0,0,1,0,94.3,BUF
"Richard Rodgers (GB, TE)",510,85,8,218,11,1,0,0,0,0,0,0,129.1,GB
"Kyle Rudolph (MIN, TE)",495,73,5,193,0,0,0,0,0,0,0,0,104.0,MIN
"Coby Fleener (NO, TE)",491,84,3,178,0,0,0,0,0,0,0,0,94.1,IND
"Jared Cook (OAK, TE)",481,75,0,215,0,0,0,0,0,0,2,0,63.599999999999994,STL
"Will Tye (NYG, TE)",464,62,3,183,0,0,0,0,0,0,1,0,83.4,NYG
"Julius Thomas (MIA, TE)",455,80,5,145,0,0,0,0,0,0,0,0,98.5,JAC
"Martellus Bennett (GB, TE)",439,80,3,220,0,0,0,0,0,0,2,0,84.4,CHI
"Zach Miller (CHI, TE)",439,46,5,222,0,0,0,0,0,0,0,0,90.9,CHI
"Ladarius Green (PIT, TE)",429,63,4,222,0,0,0,0,0,0,0,0,85.4,SD
"Crockett Gillmore (BAL, TE)",412,47,4,240,0,0,0,0,0,0,0,0,81.7,BAL
"Brent Celek (PHI, TE)",398,35,3,173,0,0,0,0,0,0,1,0,69.3,PHI
"Austin Seferian-Jenkins (NYJ, TE)",338,39,4,96,0,0,0,0,0,0,0,0,68.3,TB
"Clive Walford (OAK, TE)",329,50,3,121,0,0,0,0,0,0,0,0,64.9,OAK
"Vance McDonald (SF, TE)",326,46,3,184,0,0,0,0,0,0,2,0,61.599999999999994,SF
"Darren Fells (DET, TE)",311,28,3,140,0,0,0,0,0,0,0,0,59.6,ARI
"Anthony Fasano (MIA, TE)",289,42,2,151,0,0,0,0,0,0,0,0,53.9,TEN
"Cameron Brate (TB, TE)",288,30,3,53,0,0,0,0,0,0,0,0,58.3,TB
"Mychal Rivera (JAC, TE)",280,46,1,119,0,0,0,0,0,0,2,0,46.0,OAK
"Maxx Williams (BAL, TE)",268,48,1,147,0,0,0,0,0,0,1,0,46.8,BAL
"Ryan Griffin (HOU, TE)",251,34,2,113,0,0,0,0,0,0,0,0,47.1,HOU
"Lance Kendricks (GB, TE)",245,40,2,129,0,0,0,0,0,0,0,0,49.0,STL
"Marcedes Lewis (JAC, TE)",226,37,0,165,0,0,0,0,0,0,0,0,30.6,JAC
"Jermaine Gresham (ARI, TE)",223,32,1,83,0,0,0,0,0,0,0,0,37.3,ARI
"Luke Willson (SEA, TE)",213,26,1,107,0,0,0,0,0,0,0,0,35.8,SEA
"Garrett Celek (SF, TE)",186,28,3,98,0,0,0,0,0,0,0,0,46.1,SF
"Blake Bell (SF, TE)",186,25,0,108,0,0,0,0,0,0,0,0,26.1,SF
"Virgil Green (DEN, TE)",173,15,1,121,0,0,0,0,0,0,0,0,29.3,DEN
"C.J. Fiedorowicz (HOU, TE)",167,24,1,77,0,0,0,0,0,0,1,0,29.2,HOU
"Nick Boyle (BAL, TE)",166,24,0,100,0,0,0,0,0,0,0,0,26.1,BAL
"Chris Gragg (BUF, TE)",150,20,0,50,0,0,0,0,0,0,0,0,21.0,BUF
"Derek Carrier (WAS, TE)",141,22,1,85,0,0,0,0,0,0,0,0,28.6,WAS
"Cooper Helfet (OAK, TE)",130,22,0,79,0,0,0,0,0,0,0,0,19.5,SEA
"Tyler Kroft (CIN, TE)",129,15,1,71,0,0,0,0,0,0,0,0,24.4,CIN
"Dion Sims (CHI, TE)",127,25,1,70,0,0,0,0,0,0,1,0,25.7,MIA
"Rhett Ellison (NYG, TE)",124,19,1,126,0,0,0,0,0,0,0,0,23.9,MIN
"Ed Dickson (CAR, TE)",121,26,2,53,0,0,0,0,0,0,0,0,32.6,CAR
"Josh Hill (NO, TE)",120,30,2,76,0,0,0,0,0,0,0,0,32.0,NO
"Dwayne Allen (NE, TE)",109,29,1,50,1,1,0,0,0,0,0,0,25.0,IND
"Justin Perillo (CHI, TE)",102,13,1,21,0,0,0,0,0,0,0,0,21.7,GB
"Ryan Hewitt (CIN, TE)",99,12,0,55,0,0,0,0,0,0,0,0,13.9,CIN
"MyCole Pruitt (CHI, TE)",89,16,0,46,0,0,0,0,0,0,0,0,13.9,MIN
"James O'Shaughnessy (KC, TE)",87,9,0,52,0,0,0,0,0,0,0,0,11.7,KC
"James Hanna (DAL, TE)",79,14,0,77,0,0,0,0,0,0,0,0,12.4,DAL
"Jeff Cumberland (SD, TE)",77,14,0,50,0,0,0,0,0,0,0,0,10.2,NYJ
"Michael Hoomanawanui (NO, TE)",76,16,3,25,0,1,0,0,0,0,1,0,29.1,NO
