Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Total Fantasy Pts,Team
"Travis Kelce (KC, TE)",1125,117,4,633,-5,1,0,0,0,0,0,0,136.0,KC
"Greg Olsen (CAR, TE)",1073,129,3,352,0,0,0,0,0,0,0,0,125.3,CAR
"Jimmy Graham (SEA, TE)",923,95,6,325,0,1,0,0,0,0,2,0,124.30000000000001,SEA
"Kyle Rudolph (MIN, TE)",840,133,7,359,0,0,0,0,0,0,0,0,126.0,MIN
"Zach Ertz (PHI, TE)",816,106,4,263,0,0,0,0,0,0,0,0,105.6,PHI
"Delanie Walker (TEN, TE)",800,102,7,271,11,2,0,0,0,0,1,0,121.1,TEN
"Dennis Pitta (BAL, TE)",729,121,2,299,0,0,0,0,0,0,1,0,82.9,BAL
"Eric Ebron (DET, TE)",711,85,1,283,1,1,1,0,0,0,0,0,83.19999999999999,DET
"Martellus Bennett (GB, TE)",701,73,7,412,10,2,0,0,0,0,0,0,113.1,NE
"Jordan Reed (WAS, TE)",686,89,6,264,0,0,0,0,0,0,1,0,102.6,WAS
"Jason Witten (DAL, TE)",673,95,3,273,0,0,0,0,0,0,1,0,83.3,DAL
"Cameron Brate (TB, TE)",660,82,8,136,0,0,0,0,0,0,1,0,112.0,TB
"Coby Fleener (NO, TE)",631,82,3,212,2,1,1,0,0,0,2,0,83.3,NO
"C.J. Fiedorowicz (HOU, TE)",559,89,4,212,0,0,0,0,0,0,1,0,77.9,HOU
"Charles Clay (BUF, TE)",552,87,4,192,0,0,0,0,0,0,0,0,79.2,BUF
"Antonio Gates (SD, TE)",548,93,7,188,0,0,0,0,0,0,1,0,94.8,SD
"Rob Gronkowski (NE, TE)",540,38,3,255,0,0,0,0,0,0,0,0,72.0,NE
"Lance Kendricks (GB, TE)",499,87,2,276,0,0,0,0,0,0,1,0,59.9,LA
"Zach Miller (CHI, TE)",486,64,4,221,0,0,0,0,0,0,0,0,72.6,CHI
"Hunter Henry (SD, TE)",482,53,8,198,0,0,0,0,0,0,1,0,94.2,SD
"Ryan Griffin (HOU, TE)",442,74,2,168,0,0,0,0,0,0,1,0,54.2,HOU
"Dwayne Allen (NE, TE)",406,52,6,118,0,0,0,0,0,0,1,0,74.6,IND
"Will Tye (NYG, TE)",395,70,1,186,0,0,0,0,0,0,0,0,45.5,NYG
"Tyler Eifert (CIN, TE)",394,47,5,132,0,0,0,0,0,0,0,0,69.4,CIN
"Vance McDonald (SF, TE)",391,45,4,207,0,0,0,0,0,0,0,0,63.1,SF
"Jermaine Gresham (ARI, TE)",390,61,2,137,0,0,0,0,0,0,1,0,49.0,ARI
"Jared Cook (OAK, TE)",377,51,1,147,0,0,0,0,0,0,1,0,41.7,GB
"Clive Walford (OAK, TE)",359,52,3,116,0,0,0,0,0,0,0,0,53.9,OAK
"Garrett Celek (SF, TE)",350,51,3,115,0,0,0,0,0,0,2,0,49.0,SF
"Jesse James (PIT, TE)",338,60,3,129,0,0,0,0,0,0,0,0,51.8,PIT
"Trey Burton (PHI, TE)",327,60,1,137,0,0,0,0,0,0,0,0,38.7,PHI
"Ladarius Green (PIT, TE)",304,34,1,97,0,0,0,0,0,0,0,0,36.4,PIT
"Erik Swoope (IND, TE)",297,22,1,134,0,0,0,0,0,0,0,0,35.7,IND
"Julius Thomas (MIA, TE)",281,51,4,95,0,0,0,0,0,0,0,0,52.1,JAC
"Richard Rodgers (GB, TE)",271,47,2,105,0,0,0,0,0,0,0,0,39.1,GB
"Austin Hooper (ATL, TE)",271,27,3,66,0,0,0,0,0,0,0,0,45.1,ATL
"Levine Toilolo (ATL, TE)",264,19,2,147,0,0,0,0,0,0,0,0,38.4,ATL
"Dion Sims (CHI, TE)",256,35,4,130,0,0,0,0,0,0,0,0,49.6,MIA
"Virgil Green (DEN, TE)",237,37,1,101,0,0,0,0,0,0,0,0,29.7,DEN
"C.J. Uzomah (CIN, TE)",234,38,1,100,0,0,0,0,0,0,0,0,29.4,CIN
"Mychal Rivera (JAC, TE)",192,25,1,62,0,0,0,0,0,0,0,0,25.2,OAK
"Marcedes Lewis (JAC, TE)",169,30,1,106,0,0,0,0,0,0,0,0,22.9,JAC
"Ben Koyack (JAC, TE)",161,24,1,45,0,0,0,0,0,0,0,0,22.1,JAC
"A.J. Derby (DEN, TE)",160,20,0,50,0,0,0,0,0,0,1,0,14.0,DEN
"Brent Celek (PHI, TE)",155,19,0,87,0,0,0,0,0,0,1,0,13.5,PHI
"Darren Fells (DET, TE)",154,18,1,90,0,0,0,0,0,0,0,0,21.4,ARI
"Austin Seferian-Jenkins (NYJ, TE)",154,20,1,28,0,0,0,0,0,0,0,0,21.4,TB
"Josh Hill (NO, TE)",149,22,1,77,0,0,0,0,0,0,0,0,20.9,NO
"Jeff Heuerman (DEN, TE)",141,17,0,68,0,0,0,0,0,0,0,0,14.1,DEN
"Ed Dickson (CAR, TE)",134,19,1,69,0,0,0,0,0,0,0,0,19.4,CAR
"Luke Willson (SEA, TE)",129,21,2,75,0,0,0,0,0,0,0,0,24.9,SEA
"Seth DeValve (CLE, TE)",127,13,2,44,0,0,0,0,0,0,0,0,24.7,CLE
"Daniel Brown (CHI, TE)",124,20,1,45,0,0,0,0,0,0,0,0,18.4,CHI
"Demetrius Harris (KC, TE)",123,31,1,41,0,0,0,0,0,0,1,0,16.3,KC
"Jerell Adams (NYG, TE)",122,21,1,70,0,0,0,0,0,0,1,0,16.2,NYG
"Xavier Grimble (PIT, TE)",118,21,2,38,0,0,0,0,0,0,0,0,23.8,PIT
"Nick O'Leary (BUF, TE)",114,14,0,43,0,0,0,0,0,0,0,0,11.4,BUF
"Neal Sterling (JAC, TE)",110,16,0,48,0,0,0,0,0,0,0,0,11.0,JAC
"Stephen Anderson (HOU, TE)",93,16,1,39,0,0,0,0,0,0,0,0,15.3,HOU
"Tyler Kroft (CIN, TE)",92,12,0,31,0,0,0,0,0,0,0,0,9.2,CIN
