Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Total Fantasy Pts,Team
"Drew Brees (NO, QB)",-4,1,0,-4,33,22,2,4388,34,514,10,11,284.15,NO
"Aaron Rodgers (GB, QB)",0,0,0,0,304,59,5,4434,30,541,11,7,321.4,GB
"Tom Brady (NE, QB)",0,0,0,0,44,29,1,4398,28,565,4,13,263.4,NE
"Philip Rivers (SD, QB)",0,0,0,0,50,26,1,4254,28,486,6,9,263.0,SD
"Eli Manning (NYG, QB)",0,0,0,0,65,17,0,4021,27,509,13,14,220.5,NYG
"Ben Roethlisberger (PIT, QB)",0,0,0,0,79,41,2,4328,26,506,6,12,260.9,PIT
"Matt Ryan (ATL, QB)",0,0,0,0,49,30,1,2916,22,451,5,14,176.9,ATL
"Carson Palmer (ARI, QB)",0,0,0,0,93,39,3,3094,21,466,6,13,196.3,CIN
"Joe Flacco (BAL, QB)",0,0,0,0,62,34,0,3613,21,499,8,12,194.2,BAL
"Alex Smith (KC, QB)",-6,1,0,0,51,24,0,2350,18,372,2,12,142.75,SF
"Matt Cassel (TEN, QB)",0,1,0,0,196,50,0,2924,16,495,14,16,139.6,KC
"Matthew Stafford (DET, QB)",0,0,0,0,108,21,2,2267,13,377,4,20,116.80000000000001,DET
"Mark Sanchez (CHI, QB)",0,0,0,0,106,36,3,2444,12,363,10,20,113.6,NYJ
"Chad Henne (JAC, QB)",0,0,0,0,32,16,1,2878,12,451,4,14,136.2,MIA
"Matt Moore (MIA, QB)",0,0,0,0,-3,12,0,1053,8,138,2,2,65.7,CAR
"Josh Johnson (NYG, QB)",0,0,0,0,148,22,0,685,4,125,7,8,27.799999999999997,TB
"Derek Anderson (CAR, QB)",0,0,0,0,8,10,2,888,3,182,5,10,29.799999999999997,CLE
"Kellen Clemens (SD, QB)",0,0,0,0,1,12,0,125,0,26,2,0,1.0999999999999996,NYJ
"Drew Stanton (ARI, QB)",0,0,0,0,33,9,1,259,0,51,1,6,5.300000000000001,DET
"Brian Hoyer (SF, QB)",0,0,0,0,25,10,1,142,0,27,0,0,13.5,NE
"Josh McCown (NYJ, QB)",0,0,0,0,0,0,0,2,0,6,0,0,0.0,CAR
