Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Total Fantasy Pts,Team
"Julio Jones (ATL, WR)",1871,203,8,641,0,0,0,0,0,0,3,0,229.1,ATL
"Antonio Brown (PIT, WR)",1834,193,10,587,28,3,0,0,0,0,3,0,240.20000000000002,PIT
"DeAndre Hopkins (HOU, WR)",1521,191,11,231,0,0,0,0,0,0,1,0,216.1,HOU
"Demaryius Thomas (DEN, WR)",1304,177,6,463,0,0,0,0,0,0,2,0,162.4,DEN
"Brandon Marshall (NYG, WR)",1502,173,14,442,0,0,0,0,0,0,3,0,228.2,NYJ
"Jarvis Landry (MIA, WR)",1159,167,4,538,111,17,1,9,0,1,1,0,155.0,MIA
"Odell Beckham (NYG, WR)",1449,158,13,589,3,1,0,0,0,0,2,0,219.20000000000002,NYG
"Allen Robinson (JAC, WR)",1400,151,14,356,0,0,0,0,0,0,0,0,224.0,JAC
"Mike Evans (TB, WR)",1208,148,3,234,0,0,0,0,0,0,1,0,136.8,TB
"Larry Fitzgerald (ARI, WR)",1215,146,9,462,0,0,0,0,0,0,3,0,169.5,ARI
"Michael Crabtree (OAK, WR)",922,146,9,264,0,0,0,0,0,0,1,0,144.2,OAK
"Emmanuel Sanders (DEN, WR)",1135,136,6,387,29,3,0,0,0,0,2,0,148.4,DEN
"T.Y. Hilton (IND, WR)",1124,134,5,381,0,0,0,0,0,0,1,0,140.4,IND
"Eric Decker (NYJ, WR)",1027,132,12,214,0,0,0,0,0,0,1,0,172.7,NYJ
"A.J. Green (CIN, WR)",1297,132,10,336,0,0,0,0,0,0,1,0,187.7,CIN
"Amari Cooper (OAK, WR)",1070,130,6,373,-3,3,0,0,0,0,1,0,140.7,OAK
"Randall Cobb (GB, WR)",829,129,6,436,50,13,0,0,0,0,1,0,121.9,GB
"Brandin Cooks (NE, WR)",1140,129,9,446,18,8,0,0,0,0,1,0,167.8,NO
"Golden Tate (DET, WR)",813,129,6,526,41,6,0,0,0,0,1,0,119.39999999999999,DET
"Jordan Matthews (PHI, WR)",997,128,8,414,0,0,0,0,0,0,2,0,143.7,PHI
"Kamar Aiken (IND, WR)",944,127,5,211,0,0,0,0,0,0,1,0,122.4,BAL
"Travis Benjamin (SD, WR)",966,125,5,354,12,4,0,0,0,0,3,0,121.8,CLE
"Jeremy Maclin (KC, WR)",1088,124,8,354,11,4,0,0,0,0,2,0,153.9,KC
"Pierre Garcon (SF, WR)",777,111,6,165,0,0,0,0,0,0,0,0,113.7,WAS
"Allen Hurns (JAC, WR)",1030,105,10,369,0,0,0,0,0,0,2,0,159.0,JAC
"Donte Moncrief (IND, WR)",733,105,6,267,0,0,0,0,0,0,0,0,109.3,IND
"Marvin Jones (DET, WR)",816,103,4,283,33,5,0,0,0,0,0,0,108.89999999999999,CIN
"Doug Baldwin (SEA, WR)",1069,103,14,442,0,0,0,0,0,0,1,0,188.9,SEA
"Willie Snead (NO, WR)",990,102,3,344,0,0,0,0,0,0,3,0,111.0,NO
"John Brown (ARI, WR)",1003,101,7,324,22,3,0,0,0,0,1,0,142.5,ARI
"Ted Ginn (NO, WR)",739,97,10,241,60,4,0,0,0,0,0,0,139.9,CAR
"Sammy Watkins (BUF, WR)",1047,96,9,179,1,1,0,0,0,0,0,0,158.79999999999998,BUF
"Davante Adams (GB, WR)",483,94,1,136,0,0,0,0,0,0,0,0,54.3,GB
"Alshon Jeffery (PHI, WR)",807,94,4,175,0,0,0,0,0,0,0,0,104.7,CHI
"Terrance Williams (DAL, WR)",840,93,3,275,0,0,0,0,0,0,0,0,102.0,DAL
"Martavis Bryant (PIT, WR)",765,92,6,330,37,5,1,0,0,0,1,0,120.2,PIT
"Rueben Randle (CHI, WR)",798,90,8,202,0,0,0,0,0,0,0,0,127.8,NYG
"Keenan Allen (SD, WR)",725,89,4,236,0,0,0,0,0,0,1,0,94.5,SD
"Julian Edelman (NE, WR)",692,88,7,314,23,3,0,0,0,0,1,0,111.5,NE
"Tavon Austin (LA, WR)",473,87,5,371,434,52,4,0,0,0,2,0,140.7,STL
"Danny Amendola (NE, WR)",648,87,3,264,11,2,0,36,0,1,1,0,82.89999999999999,NE
"Stefon Diggs (MIN, WR)",720,84,4,292,13,3,0,0,0,0,2,0,93.3,MIN
"Robert Woods (LA, WR)",552,80,3,150,0,1,0,0,0,0,2,0,69.2,BUF
"Markus Wheaton (CHI, WR)",749,79,5,158,0,0,0,0,0,0,0,0,104.9,PIT
"Jamison Crowder (WAS, WR)",604,78,2,340,2,2,0,0,0,1,4,0,64.60000000000001,WAS
"Cole Beasley (DAL, WR)",536,75,5,317,0,0,0,0,0,0,2,0,79.6,DAL
"Steve Smith (BAL, WR)",670,73,3,243,0,0,0,0,0,0,0,0,85.0,BAL
"Dez Bryant (DAL, WR)",401,72,3,141,0,0,0,0,0,0,0,0,58.1,DAL
"Harry Douglas (TEN, WR)",411,72,2,130,-6,1,0,0,0,0,2,0,48.5,TEN
"Mike Wallace (BAL, WR)",473,72,2,169,6,1,0,0,0,0,0,0,59.9,MIN
"Kenny Britt (CLE, WR)",681,72,3,130,0,0,0,0,0,0,0,0,86.1,STL
"Tyler Lockett (SEA, WR)",664,69,6,249,20,5,0,0,0,0,1,0,102.4,SEA
"Jermaine Kearse (SEA, WR)",685,68,5,228,0,0,0,0,0,0,1,0,96.5,SEA
"Dorial Green-Beckham (PHI, WR)",549,67,4,144,0,0,0,0,0,0,0,0,78.9,TEN
"Devin Funchess (CAR, WR)",473,63,5,112,0,0,0,0,0,0,1,0,75.3,CAR
