Player,Rec Yds,Rec Tar,Rec Tds,Rec YAC,Rush Yds,Rush Att,Rush Tds,Pass Yds,Pass Tds,Pass Att,Fumbles,Interceptions,Total Fantasy Pts,Team
"Ezekiel Elliott (DAL, RB)",363,40,1,380,1631,322,15,0,0,0,5,0,317.4,DAL
"DeMarco Murray (TEN, RB)",377,67,3,320,1287,293,9,10,1,2,2,0,291.4,TEN
"David Johnson (ARI, RB)",879,120,4,661,1239,293,16,0,0,0,5,0,401.8,ARI
"Todd Gurley (LA, RB)",327,58,0,348,885,278,6,0,0,0,2,0,196.2,LA
"Lamar Miller (HOU, RB)",188,39,1,174,1073,268,5,0,0,0,2,0,189.1,HOU
"Frank Gore (IND, RB)",277,47,4,286,1026,263,4,0,0,0,2,0,212.3,IND
"Le'Veon Bell (PIT, RB)",616,94,2,665,1268,261,7,0,0,1,4,0,309.4,PIT
"Jay Ajayi (MIA, RB)",151,35,0,132,1272,261,8,0,0,0,4,0,209.3,MIA
"Melvin Gordon (SD, RB)",419,57,2,411,997,254,10,0,0,0,2,0,250.60000000000002,SD
"Jordan Howard (CHI, RB)",298,50,1,284,1313,252,6,0,0,0,2,0,228.10000000000002,CHI
"LeSean McCoy (BUF, RB)",356,58,1,398,1267,234,13,0,0,0,3,0,291.3,BUF
"Devonta Freeman (ATL, RB)",462,65,2,416,1079,227,11,0,0,0,1,0,284.1,ATL
"Jeremy Hill (CIN, RB)",174,27,0,164,839,222,9,0,0,0,0,0,176.3,CIN
"Matt Forte (NYJ, RB)",263,43,1,274,813,218,7,0,0,0,1,0,183.6,NYJ
"Jonathan Stewart (CAR, RB)",60,21,0,74,824,218,9,0,0,0,3,0,144.4,CAR
"Carlos Hyde (SF, RB)",163,33,3,145,988,217,6,0,0,0,5,0,186.1,SF
"Spencer Ware (KC, RB)",447,42,2,388,922,214,3,0,0,0,4,0,191.9,KC
"Mark Ingram (NO, RB)",319,58,4,324,1044,205,6,0,0,0,2,0,238.3,NO
"Isaiah Crowell (CLE, RB)",319,53,0,325,944,197,7,0,0,0,2,0,204.3,CLE
"Latavius Murray (MIN, RB)",264,43,0,275,788,195,12,0,0,0,2,0,206.2,OAK
"Terrance West (BAL, RB)",236,45,1,234,774,193,5,0,0,0,2,0,167.0,BAL
"Devontae Booker (DEN, RB)",265,46,1,253,612,174,4,0,0,0,4,0,140.7,DEN
"Rob Kelley (WAS, RB)",82,18,1,78,704,168,6,0,0,0,0,0,132.60000000000002,WAS
"Jerick McKinnon (MIN, RB)",255,53,2,271,539,159,2,0,0,1,0,0,146.4,MIN
"Ryan Mathews (PHI, RB)",115,14,1,107,661,155,8,0,0,0,3,0,138.6,PHI
"Christine Michael (GB, RB)",107,29,1,122,583,148,7,0,0,0,2,0,135.0,SEA
"Doug Martin (TB, RB)",134,16,0,107,421,144,3,0,0,0,1,0,85.5,TB
"Tim Hightower (SF, RB)",200,26,1,210,548,133,4,0,0,0,0,0,126.8,NO
"Bilal Powell (NYJ, RB)",388,75,2,420,722,131,3,0,0,0,1,0,197.0,NYJ
"T.J. Yeldon (JAC, RB)",312,68,1,346,465,130,1,0,0,0,2,0,135.7,JAC
"Jacquizz Rodgers (TB, RB)",98,16,0,90,560,129,2,0,0,0,0,0,90.8,TB
"Tevin Coleman (ATL, RB)",421,40,3,359,520,118,8,0,0,0,1,0,189.1,ATL
"Chris Ivory (JAC, RB)",186,28,0,189,439,117,3,0,0,0,6,0,88.5,JAC
"Paul Perkins (NYG, RB)",162,24,0,170,456,112,0,0,0,0,1,0,74.8,NYG
"Derrick Henry (TEN, RB)",137,15,0,124,490,110,5,0,0,0,0,0,105.7,TEN
"C.J. Anderson (DEN, RB)",128,24,1,104,437,110,4,0,0,0,0,0,102.5,DEN
"Thomas Rawls (SEA, RB)",96,17,0,82,349,109,3,0,0,0,0,0,75.5,SEA
"Mike Gillislee (NE, RB)",50,11,1,44,576,101,8,0,0,0,1,0,123.6,BUF
"Alfred Blue (HOU, RB)",40,16,0,28,420,100,1,0,0,0,2,0,60.0,HOU
"Matt Jones (WAS, RB)",73,8,0,57,460,99,3,0,0,0,3,0,73.3,WAS
"Darren Sproles (PHI, RB)",427,71,2,407,438,94,2,0,0,0,1,0,160.5,PHI
"Theo Riddick (DET, RB)",371,67,5,385,357,92,1,0,0,0,0,0,161.8,DET
"Giovani Bernard (CIN, RB)",336,51,1,250,337,91,2,0,0,0,1,0,122.3,CIN
"Dwayne Washington (DET, RB)",62,15,0,71,265,90,1,0,0,0,0,0,48.7,DET
"Charcandrick West (KC, RB)",188,34,2,186,293,88,1,0,0,0,0,0,94.1,KC
"Kenneth Dixon (BAL, RB)",162,41,1,186,382,88,2,0,0,0,1,0,100.4,BAL
"DeAndre Washington (OAK, RB)",115,23,0,115,467,86,2,0,0,0,1,0,85.2,OAK
"Jalen Richard (OAK, RB)",194,39,2,135,492,84,1,0,0,0,0,0,115.6,OAK
"Ty Montgomery (GB, RB)",348,56,0,323,457,77,3,0,0,0,2,0,138.5,GB
"Wendell Smallwood (PHI, RB)",55,13,0,50,312,77,1,0,0,0,1,0,46.7,PHI
"Duke Johnson (CLE, RB)",514,74,0,426,366,74,1,0,0,1,2,0,143.0,CLE
"Shaun Draughn (NYG, RB)",263,39,2,186,196,74,4,0,0,0,1,0,108.9,SF
"Rex Burkhead (NE, RB)",145,20,0,142,344,74,2,0,0,0,1,0,75.9,CIN
"Eddie Lacy (SEA, RB)",28,7,0,40,360,71,0,0,0,0,0,0,42.8,GB
"Alfred Morris (DAL, RB)",11,6,0,11,243,69,2,0,0,0,0,0,40.4,DAL
"Chris Thompson (WAS, RB)",349,62,2,252,356,68,3,0,0,0,2,0,145.5,WAS
"Dion Lewis (NE, RB)",94,24,0,83,283,64,0,0,0,0,1,0,52.7,NE
"Jeremy Langford (CHI, RB)",142,27,0,130,200,62,4,0,0,0,2,0,73.2,CHI
"Kenneth Farrow (SD, RB)",70,16,0,81,192,60,0,0,0,0,2,0,35.2,SD
"Fozzy Whittaker (CAR, RB)",226,33,0,238,265,57,0,0,0,0,1,0,72.1,CAR
